CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
1245,Male,51,110,37
1246,Male,55,59,82
1247,Male,45,26,78
1248,Male,34,89,82
1249,Male,70,52,73
1250,Male,42,107,28
1251,Male,32,77,37
1252,Male,66,142,95
1253,Male,28,57,31
1254,Male,32,66,59
1255,Male,58,129,54
1256,Male,45,36,43
1257,Male,58,128,52
1258,Male,51,77,40
1259,Male,64,139,26
1260,Male,26,120,93
1261,Male,64,84,99
1262,Female,61,140,100
1263,Female,43,106,27
1264,Female,63,46,92
1265,Female,49,45,20
1266,Female,56,113,23
1267,Female,60,36,71
1268,Female,47,31,87
1269,Female,55,48,58
1270,Female,27,39,61
1271,Female,39,108,24
1272,Female,35,110,91
1273,Female,58,124,18
1274,Female,49,127,10
1275,Female,28,121,92
1276,Female,45,143,52
1277,Female,32,105,22
1278,Female,52,139,43
1279,Female,46,49,63
1280,Female,41,46,54
1281,Male,68,48,61
1282,Male,66,87,72
1283,Male,37,91,71
1284,Male,41,128,45
1285,Male,51,141,59
1286,Male,31,43,75
1287,Male,70,89,73
1288,Male,35,50,40
1289,Male,58,104,91
1290,Male,63,30,18
1291,Male,27,48,56
1292,Male,38,51,100
1293,Male,38,121,75
1294,Male,58,72,38
1295,Male,25,135,87
1296,Male,33,130,11
1297,Male,36,119,93
1298,Male,43,63,88
1299,Male,70,138,52
1300,Male,61,59,24
1301,Male,33,124,91
1302,Male,74,23,48
1303,Male,30,106,29
1304,Male,39,89,47
1305,Male,67,45,28
1306,Male,47,18,57
1307,Male,61,135,82
1308,Male,74,42,78
1309,Male,52,17,67
1310,Male,55,21,38
1311,Male,30,115,30
1312,Male,56,25,70
1313,Male,61,30,41
1314,Male,33,19,45
1315,Male,56,104,80
1316,Male,25,68,74
1317,Male,49,44,78
1318,Male,44,48,16
1319,Male,43,76,39
1320,Male,33,40,57
1321,Male,56,60,29
1322,Male,78,115,20
1323,Male,49,19,18
1324,Male,66,22,71
1325,Male,32,15,56
1326,Male,47,115,32
1327,Male,65,66,40
1328,Male,43,18,16
1329,Male,33,62,84
1330,Male,40,72,64
1331,Male,31,99,56
1332,Male,65,46,45
1333,Male,51,110,91
1334,Male,46,139,93
1335,Male,68,64,56
1336,Male,64,113,36
1337,Male,57,25,31
1338,Male,65,103,35
1339,Male,40,81,24
1340,Male,38,46,30
1341,Male,57,127,40
1342,Male,63,112,49
1343,Male,71,38,91
1344,Male,31,95,44
1345,Male,35,67,72
1346,Male,71,87,32
1347,Male,39,90,79
1348,Male,25,31,40
1349,Male,46,50,77
1350,Male,45,24,47
1351,Male,74,138,56
1352,Male,45,54,44
1353,Male,27,114,83
1354,Male,42,31,28
1355,Male,42,100,45
1356,Male,66,103,49
1357,Male,42,94,88
1358,Male,25,97,80
1359,Male,37,89,20
1360,Male,75,132,61
1361,Male,78,99,91
1362,Male,60,86,75
1363,Male,56,40,24
1364,Male,49,56,52
1365,Male,77,109,19
1366,Male,34,70,20
1367,Male,63,52,57
1368,Male,35,34,27
1369,Male,51,62,76
1370,Male,47,67,38
1371,Male,26,45,92
1372,Male,41,75,64
1373,Male,60,72,63
1374,Male,45,39,53
1375,Male,35,51,88
1376,Male,41,49,20
1377,Male,68,73,46
1378,Male,71,75,26
1379,Male,29,130,45
1380,Male,39,18,20
1381,Male,59,110,63
1382,Male,49,50,80
1383,Male,73,81,17
1384,Male,50,15,85
1385,Male,64,38,86
1386,Male,62,19,53
1387,Male,40,80,62
1388,Male,49,26,59
1389,Male,33,101,37
1390,Male,42,47,62
1391,Male,71,49,35
1392,Male,54,79,79
1393,Male,34,108,50
1394,Male,71,98,60
1395,Male,35,33,65
1396,Male,51,117,66
1397,Male,65,53,63
1398,Male,53,25,58
1399,Male,34,54,93
1400,Male,73,74,90
1401,Male,69,84,22
1402,Male,60,100,88
1403,Male,78,27,67
1404,Male,44,60,31
1405,Male,26,122,47
1406,Male,57,60,25
1407,Male,38,107,15
1408,Male,30,114,86
1409,Male,52,30,48
1410,Male,45,90,32
1411,Male,56,59,72
1412,Male,64,91,72
1413,Male,58,69,72
1414,Male,73,101,52
1415,Male,67,29,63
1416,Male,55,101,67
1417,Male,56,78,49
1418,Male,38,51,44
1419,Male,40,99,16
1420,Male,51,85,59
1421,Male,71,36,70
1422,Male,72,78,49
1423,Male,49,100,44
1424,Male,67,19,58
1425,Male,69,132,32
1426,Male,57,88,17
1427,Male,58,52,58
1428,Male,50,24,58
1429,Male,60,76,56
1430,Male,51,119,43
1431,Male,72,102,92
1432,Male,57,33,42
1433,Male,55,34,85
1434,Male,26,27,77
1435,Male,64,139,85
1436,Male,47,107,92
1437,Male,33,50,26
1438,Male,76,75,49
1439,Male,65,126,22
1440,Male,61,127,21
1441,Male,50,69,41
1442,Male,40,86,34
1443,Male,46,33,72
1444,Male,28,28,45
1445,Male,32,22,95
1446,Male,35,70,32
1447,Male,75,109,47
1448,Male,60,137,87
1449,Male,27,117,25
1450,Male,30,66,54
1451,Male,54,140,57
1452,Male,29,63,85
1453,Male,76,85,47
1454,Male,71,114,75
1455,Male,66,87,26
1456,Male,45,42,39
1457,Male,61,96,41
1458,Male,66,110,57
1459,Male,57,41,56
1460,Male,55,102,69
1461,Male,46,80,90
1462,Male,75,16,50
1463,Male,74,24,90
1464,Male,52,26,50
1465,Male,28,26,40
1466,Male,34,63,19
1467,Male,75,109,75
1468,Male,25,88,82
1469,Male,31,92,33
1470,Male,34,48,40
1471,Male,39,132,85
1472,Male,60,135,62
1473,Male,26,15,27
1474,Male,35,130,56
1475,Male,67,29,81
1476,Male,64,70,77
1477,Male,65,78,31
1478,Male,60,85,67
1479,Male,31,67,16
1480,Male,36,132,64
1481,Male,37,104,75
1482,Male,46,84,93
1483,Male,39,93,29
1484,Female,31,58,45
1485,Female,26,83,48
1486,Male,60,120,51
1487,Male,52,65,32
1488,Female,44,46,77
1489,Male,57,73,39
1490,Female,33,95,46
1491,Female,32,25,75
1492,Female,72,62,33
1493,Female,34,33,16
1494,Female,32,120,43
1495,Female,78,137,42
1496,Female,50,47,35
1497,Female,33,16,80
1498,Female,35,122,38
1499,Female,44,42,15
1500,Female,25,29,94
1501,Female,60,73,44
1502,Female,51,82,80
1503,Female,74,77,93
1504,Female,28,67,52
1505,Female,60,117,65
1506,Female,71,87,42
1507,Female,33,32,64
1508,Female,77,71,29
1509,Female,45,95,51
1510,Male,63,136,57
1511,Male,52,120,72
1512,Male,37,118,39
1513,Male,34,20,21
1514,Male,58,95,26
1515,Male,28,62,31
1516,Male,52,112,49
1517,Male,27,140,41
1518,Male,73,75,42
1519,Male,26,68,68
1520,Male,26,45,70
1521,Male,67,114,28
1522,Male,44,17,25
1523,Male,77,48,40
1524,Male,62,26,53
1525,Male,57,132,50
1526,Male,70,36,17
1527,Male,34,58,76
1528,Female,64,71,80
1529,Female,54,94,62
1530,Female,51,131,35
1531,Female,44,88,27
1532,Female,58,78,42
1533,Female,38,26,25
1534,Female,78,49,32
1535,Female,34,138,83
1536,Female,54,72,53
1537,Female,66,129,85
1538,Female,68,106,91
1539,Female,45,99,30
1540,Female,73,116,90
1541,Female,48,101,70
1542,Female,47,104,40
1543,Female,34,68,50
1544,Female,78,54,29
1545,Female,73,125,38
1546,Female,42,41,40
1547,Female,36,109,30
1548,Female,50,32,62
1549,Female,53,21,33
1550,Female,70,81,27
1551,Female,49,22,74
1552,Female,31,19,15
1553,Female,62,137,37
1554,Female,45,69,76
1555,Female,76,104,31
1556,Female,44,107,27
1557,Female,71,21,66
1558,Female,58,122,91
1559,Female,25,51,42
1560,Female,58,125,71
1561,Female,66,24,28
1562,Female,43,55,40
1563,Female,59,99,80
1564,Female,52,45,56
1565,Female,48,102,85
1566,Female,73,128,51
1567,Female,63,103,68
1568,Female,46,20,85
1569,Female,76,119,22
1570,Female,69,104,70
1571,Male,50,122,65
1572,Female,73,77,42
1573,Male,68,114,23
1574,Female,48,108,55
1575,Male,58,100,83
1576,Female,32,124,41
1577,Female,65,114,29
1578,Female,44,48,28
1579,Female,61,124,55
1580,Female,71,118,66
1581,Female,75,21,45
1582,Female,78,76,55
1583,Female,66,15,61
1584,Female,26,100,36
1585,Female,34,122,85
1586,Female,75,130,39
1587,Female,42,138,22
1588,Female,25,80,26
1589,Female,58,72,42
1590,Male,54,103,89
1591,Male,25,49,16
1592,Male,55,19,17
1593,Male,25,140,28
1594,Male,32,106,40
1595,Male,26,58,38
1596,Male,73,40,23
1597,Male,72,33,50
1598,Male,78,71,42
1599,Male,53,20,69
